Species,Genus,Genome_id
Corynebacterium sp. HMSC074C11,Corynebacterium,1715093.3
Corynebacterium sp. HMSC074E01,Corynebacterium,1715017.3
Corynebacterium sp. HMSC074H12,Corynebacterium,1739436.3
Corynebacterium sp. HMSC075D04,Corynebacterium,1739540.3
Corynebacterium sp. HMSC075F02,Corynebacterium,1739424.3
Corynebacterium sp. HMSC076C10,Corynebacterium,1739361.3
Corynebacterium sp. HMSC076D02,Corynebacterium,1739439.3
Corynebacterium sp. HMSC076G08,Corynebacterium,1739310.3
Corynebacterium sp. HMSC077B05,Corynebacterium,1739252.3
Corynebacterium sp. HMSC077C02,Corynebacterium,1739256.3
Corynebacterium sp. HMSC077D03,Corynebacterium,1739392.3
Corynebacterium sp. HMSC077D10,Corynebacterium,1739480.3
Corynebacterium sp. HMSC077G01,Corynebacterium,1715193.3
Corynebacterium sp. HMSC077G07,Corynebacterium,1715042.3
Corynebacterium sp. HMSC078A10,Corynebacterium,1739312.3
Corynebacterium sp. HMSC078C09,Corynebacterium,1739478.3
Corynebacterium sp. HMSC078H07,Corynebacterium,1739379.3
Corynebacterium sp. HMSC08A12,Corynebacterium,1581134.3
Corynebacterium sp. HMSC08C04,Corynebacterium,1581137.4
Corynebacterium sp. HMSC08D02,Corynebacterium,1581138.5
Corynebacterium sp. HMSC08F01,Corynebacterium,1581139.4
Corynebacterium sp. HMSC11D10,Corynebacterium,1581088.4
Corynebacterium sp. HMSC11E11,Corynebacterium,1581089.4
Corynebacterium sp. HMSC11H10,Corynebacterium,1581090.3
Corynebacterium sp. HMSC14B06,Corynebacterium,1581098.3
Corynebacterium sp. HMSC14H10,Corynebacterium,1581103.3
Corynebacterium sp. HMSC22B11,Corynebacterium,1581056.3
Corynebacterium sp. HMSC27B11,Corynebacterium,1581065.3
Corynebacterium sp. HMSC28B08,Corynebacterium,1581066.4
Corynebacterium sp. HMSC29G08,Corynebacterium,1581069.5
Corynebacterium sp. HMSC30G07,Corynebacterium,1581072.5
Corynebacterium sp. LK10,Corynebacterium,2022656.3
Corynebacterium sp. LK11,Corynebacterium,2022657.3
Corynebacterium sp. LK12,Corynebacterium,2022658.3
Corynebacterium sp. LK14,Corynebacterium,2022659.3
Corynebacterium sp. LK19,Corynebacterium,2022660.3
Corynebacterium sp. MC3,Corynebacterium,1720193.3
Corynebacterium sp. Marseille-P2417,Corynebacterium,1816684.3
Corynebacterium sp. Marseille-P3888,Corynebacterium,2079482.3
Corynebacterium sp. NML 120412,Corynebacterium,2029401.3
Corynebacterium sp. NML 150383,Corynebacterium,2029400.3
Corynebacterium sp. NML00-0156,Corynebacterium,702953.3
Corynebacterium sp. NML120713,Corynebacterium,1906332.4
Corynebacterium sp. NML130628,Corynebacterium,1906333.4
Corynebacterium sp. NML140438,Corynebacterium,1906334.4
Corynebacterium sp. NML180780,Corynebacterium,2598459.3
Corynebacterium sp. NML92-0415,Corynebacterium,702957.3
Corynebacterium sp. NML93-0607,Corynebacterium,702959.3
Corynebacterium sp. NML98-0116,Corynebacterium,702967.3
Corynebacterium sp. NML99-0020,Corynebacterium,702969.3
Corynebacterium sp. S1S1,Corynebacterium,1881619.3
Corynebacterium sp. S5S1,Corynebacterium,1881620.3
Corynebacterium sputi,Corynebacterium,1111729.3
Corynebacterium striatum,Corynebacterium,525268.3
Corynebacterium tuberculostearicum,Corynebacterium,553206.4
Corynebacterium tuscaniense,Corynebacterium,1401064.3
Corynebacterium ulcerans,Corynebacterium,65058.20
Corynebacterium urealyticum,Corynebacterium,1267754.3
Corynebacterium ureicelerivorans,Corynebacterium,401472.3
Corynebacterium vitaeruminis,Corynebacterium,38305.3
Corynebacterium xerosis,Corynebacterium,1725.5
Coxiella burnetii,Coxiella,434924.5
Criibacterium bergeronii,Criibacterium,1871336.8
Cronobacter condimenti,Cronobacter,1073999.4
Cronobacter dublinensis,Cronobacter,1208656.3
Cronobacter malonaticus,Cronobacter,1208662.3
Cronobacter muytjensii,Cronobacter,1159613.3
Cronobacter sakazakii,Cronobacter,1159489.3
Cronobacter turicensis,Cronobacter,1208590.3
Cronobacter universalis,Cronobacter,1074000.3
Cryptobacterium curtum,Cryptobacterium,469378.5
Cryptobacterium sp. CAG,Cryptobacterium,1262868.17
Cupriavidus metallidurans,Cupriavidus,1395123.5
Cupriavidus nantongensis,Cupriavidus,1796606.6
Cupriavidus pauculus,Cupriavidus,82633.14
Curtobacterium sp. HSID17257,Curtobacterium,2419510.3
Cutibacterium acnes,Cutibacterium,1747.225
Cutibacterium acnes subsp. acnes,Cutibacterium,1734925.15
Cutibacterium acnes subsp. defendens,Cutibacterium,1905725.6
Cutibacterium avidum,Cutibacterium,33010.26
Cutibacterium granulosum,Cutibacterium,1292373.3
Cutibacterium sp. M12,Cutibacterium,2559073.3
Deinococcus sp. RL,Deinococcus,1489678.3
Delftia sp. 670,Delftia,1537702.3
Delftia tsuruhatensis,Delftia,180282.4
Dermabacter hominis,Dermabacter,1450519.3
Dermabacter jinjuensis,Dermabacter,1667168.3
Dermabacter sp. HMSC06F07,Dermabacter,1581125.4
Dermabacter sp. HMSC08H10,Dermabacter,1581144.4
Dermabacter sp. HSID17554,Dermabacter,2419511.3
Dermabacter vaginalis,Dermabacter,1630135.4
Dermacoccus sp. Ellin185,Dermacoccus,188626.3
Dermacoccus sp. PE3,Dermacoccus,1641401.3
Desmospora sp. 8437,Desmospora,997346.3
Desulfitobacterium hafniense,Desulfitobacterium,537010.4
Desulfobulbus oralis,Desulfobulbus,1986146.3
Desulfobulbus sp. oral taxon 041,Desulfobulbus,1292047.3
Desulfomicrobium baculatum,Desulfomicrobium,525897.5
Desulfomicrobium orale,Desulfomicrobium,888061.5
Desulfotomaculum sp. OF05-3,Desulfotomaculum,2305243.3
Desulfovibrio desulfuricans,Desulfovibrio,876.27
Desulfovibrio fairfieldensis,Desulfovibrio,44742.4
Desulfovibrio piger,Desulfovibrio,411464.8
Desulfovibrio sp. 3_1_syn3,Desulfovibrio,457398.5
Desulfovibrio sp. AM18-2,Desulfovibrio,2292040.3
Desulfovibrionaceae bacterium,,2049043.4
Devosia sp. H5989,Devosia,1643450.3
Dialister invisus,Dialister,592028.3
Dialister invisus CAG,Dialister,1263072.3
Dialister micraerophilus,Dialister,888062.3
Dialister pneumosintes,Dialister,39950.5
Dialister sp.,Dialister,1955814.392
Dialister sp. 5BBH33,Dialister,2582419.3
Dialister sp. CAG,Dialister,1262869.3
Dialister succinatiphilus,Dialister,742743.3
Dielma fastidiosa,Dielma,1034346.3
Dietzia cinnamea,Dietzia,321318.5
Dietzia sp. HMSC21D01,Dietzia,1581054.4
Dietzia sp. oral taxon 368,Dietzia,712270.3
Dolosicoccus paucivorans,Dolosicoccus,84521.5
Dolosigranulum pigrum,Dolosigranulum,29394.18
Dorea formicigenerans,Dorea,742765.11
Dorea formicigenerans CAG,Dorea,1263073.3
Dorea longicatena,Dorea,411462.6
Dorea longicatena CAG,Dorea,1263074.4
Dorea sp. 42_8,Dorea,1896999.3
Dorea sp. AF24-7LB,Dorea,2293097.3
Dorea sp. AF36-15AT,Dorea,2292041.3
Dorea sp. AM10-31,Dorea,2293098.3
Dorea sp. AM13-35,Dorea,2293099.3
Dorea sp. AM58-8,Dorea,2292346.3
Dorea sp. BIOML-A1,Dorea,2584637.3
Dorea sp. CAG,Dorea,1262872.3
Dorea sp. D27,Dorea,658665.3
Dorea sp. OM02-2LB,Dorea,2292347.3
Dorea sp. OM07-5,Dorea,2293100.3
Dysgonomonas capnocytophagoides,Dysgonomonas,1121485.3
Dysgonomonas gadei,Dysgonomonas,742766.3
Dysgonomonas mossii,Dysgonomonas,742767.5
Dysosmobacter welbionis,Dysosmobacter,2093857.4
Edwardsiella tarda,Edwardsiella,667121.5
Eggerthella lenta,Eggerthella,479437.5
Eggerthella sinensis,Eggerthella,242230.4
Eggerthella sp. 1_3_56FAA,Eggerthella,665943.3
Eggerthella sp. 51_9,Eggerthella,1897000.3
Eggerthella sp. AM16-19,Eggerthella,2292042.3
Eggerthella sp. BIOML-A1,Eggerthella,2584638.3
Eggerthella sp. BIOML-A3,Eggerthella,2584640.3
Eggerthella sp. BIOML-A4,Eggerthella,2584641.3
Eggerthella sp. BIOML-A5,Eggerthella,2584642.3
Eggerthella sp. CAG,Eggerthella,1262874.3
Eggerthella sp. HF-4214,Eggerthella,2606617.3
Eggerthella sp. HGA1,Eggerthella,910311.3
Eggerthellaceae bacterium,,1972561.13
Eggerthellales bacterium,,2137879.3
Eggerthia catenaformis,Eggerthia,999415.3
Ehrlichia chaffeensis,Ehrlichia,205920.11
Ehrlichia sp. Wisconsin_h,Ehrlichia,1423420.3
Eikenella corrodens,Eikenella,546274.4
Eikenella sp. HMSC061C02,Eikenella,1715021.3
Eikenella sp. HMSC071B05,Eikenella,1739300.3
Eikenella sp. HMSC073A11,Eikenella,1739535.3
Eikenella sp. NML01-A-086,Eikenella,1795826.3
Eikenella sp. NML02-A-017,Eikenella,1795827.3
Eikenella sp. NML03-A-027,Eikenella,1795828.3
Eikenella sp. NML070372,Eikenella,1795829.3
Eikenella sp. NML080894,Eikenella,1795830.3
Eikenella sp. NML120348,Eikenella,1795831.3
Eikenella sp. NML130454,Eikenella,1795832.3
Eikenella sp. NML96-A-049,Eikenella,1809061.3
Eikenella sp. NML97-A-109,Eikenella,1795833.3
Eikenella sp. NML99-0057,Eikenella,1795834.3
Eikenella sp. PXX,Eikenella,2528037.4
Eisenbergiella massiliensis,Eisenbergiella,1720294.7
Eisenbergiella sp. OF01-20,Eisenbergiella,2292348.3
Eisenbergiella tayi,Eisenbergiella,1432052.14
Elizabethkingia anophelis,Elizabethkingia,1338011.4
Elizabethkingia bruuniana,Elizabethkingia,1756149.10
Elizabethkingia endophytica,Elizabethkingia,1606016.8
Elizabethkingia genomosp. 2,Elizabethkingia,1756148.3
Elizabethkingia meningoseptica,Elizabethkingia,238.68
Elizabethkingia miricola,Elizabethkingia,172045.64
Elizabethkingia occulta,Elizabethkingia,1867263.3
Elizabethkingia sp. C1558,Elizabethkingia,1873419.3
Elizabethkingia sp. F8124,Elizabethkingia,1873418.3
Elizabethkingia sp. HvH-WGS333,Elizabethkingia,1883430.6
Elizabethkingia ursingii,Elizabethkingia,1756150.10
Ellagibacter isourolithinifaciens,Ellagibacter,2137581.3
Emergencia timonensis,Emergencia,1776384.4
Empedobacter brevis,Empedobacter,1218108.3
Empedobacter falsenii,Empedobacter,343874.4
Enhydrobacter aerosaccus,Enhydrobacter,553217.3
Enorma massiliensis,Enorma,1118060.3
Enorma sp. HF-1362,Enorma,2596942.3
Enorma sp. HF-1365,Enorma,2606615.3
Enterobacter asburiae,Enterobacter,61645.69
Enterobacter bugandensis,Enterobacter,881260.35
Enterobacter cancerogenus,Enterobacter,500639.8
Enterobacter chengduensis,Enterobacter,2494701.3
Enterobacter cloacae,Enterobacter,550.155
Enterobacter cloacae complex sp.,Enterobacter,2027919.18
Enterobacter cloacae complex sp. 35669,Enterobacter,1619244.3
Enterobacter cloacae complex sp. 35734,Enterobacter,1870930.13
Enterobacter cloacae complex sp. ECNIH10,Enterobacter,2080666.3
Enterobacter cloacae complex sp. ECNIH11,Enterobacter,2080662.3
Enterobacter cloacae complex sp. ECNIH12,Enterobacter,2080660.3
Enterobacter cloacae complex sp. ECNIH13,Enterobacter,2080659.3
Enterobacter cloacae complex sp. ECNIH14,Enterobacter,2080664.3
Enterobacter cloacae complex sp. ECNIH15,Enterobacter,2080665.3
Enterobacter cloacae complex sp. ECNIH16,Enterobacter,2080661.3
Enterobacter cloacae complex sp. ECNIH17,Enterobacter,2080668.3
Enterobacter cloacae complex sp. ECNIH8,Enterobacter,2080663.3
Enterobacter cloacae complex sp. ECNIH9,Enterobacter,2080667.3
Enterobacter cloacae complex sp. GN02283,Enterobacter,1659706.3
Enterobacter cloacae complex sp. GN02548,Enterobacter,1659713.3
Enterobacter cloacae complex sp. GN03164,Enterobacter,1659719.3
Enterobacter cloacae complex sp. GN04787,Enterobacter,1820019.3
Enterobacter cloacae complex sp. GN04826,Enterobacter,1820020.3
Enterobacter cloacae complex sp. GN05526,Enterobacter,1820021.3
Enterobacter cloacae complex sp. GN06232,Enterobacter,1820023.3
Enterobacter cloacae complex sp. TREC1,Enterobacter,2060771.3
Enterobacter cloacae subsp. cloacae,Enterobacter,718254.4
Enterobacter cloacae subsp. dissolvens,Enterobacter,69219.5
Enterobacter genomosp. N,Enterobacter,1619248.3
Enterobacter hormaechei,Enterobacter,158836.408
Enterobacter hormaechei subsp. hoffmannii,Enterobacter,1333851.3
Enterobacter hormaechei subsp. hormaechei,Enterobacter,888063.3
Enterobacter hormaechei subsp. oharae,Enterobacter,301102.3
Enterobacter hormaechei subsp. steigerwaltii,Enterobacter,299766.55
Enterobacter hormaechei subsp. xiangfangensis,Enterobacter,1296536.47
Enterobacter huaxiensis,Enterobacter,2494702.3
Enterobacter kobei,Enterobacter,208224.37
Enterobacter ludwigii,Enterobacter,299767.86
Enterobacter mori,Enterobacter,539813.4
Enterobacter roggenkampii,Enterobacter,1439326.3
Enterobacter sichuanensis,Enterobacter,2071710.3
Enterobacter sp. 18A13,Enterobacter,2565914.3
Enterobacter sp. 301B,Enterobacter,2079206.3
Enterobacter sp. 50588862,Enterobacter,1736698.3
Enterobacter sp. 50793107,Enterobacter,1736700.3
Enterobacter sp. 50858885,Enterobacter,1736701.3
Enterobacter sp. 940_PEND,Enterobacter,1572665.3
Enterobacter sp. ABFQC,Enterobacter,1778656.3
Enterobacter sp. AM17-18,Enterobacter,2293101.3
Enterobacter sp. BIDMC 26,Enterobacter,1329838.3
Enterobacter sp. BIDMC 27,Enterobacter,1329839.3
Enterobacter sp. BIDMC 28,Enterobacter,1329840.3
Enterobacter sp. BIDMC 29,Enterobacter,1329841.3
Enterobacter sp. BIDMC 30,Enterobacter,1329842.3
Enterobacter sp. BIDMC100,Enterobacter,1686399.3
Enterobacter sp. BIDMC109,Enterobacter,1686400.3
Enterobacter sp. BIDMC110,Enterobacter,1686401.3
Enterobacter sp. BIDMC87,Enterobacter,1686395.3
Enterobacter sp. BIDMC92,Enterobacter,1594172.3
Enterobacter sp. BIDMC93,Enterobacter,1686396.3
Enterobacter sp. BIDMC94,Enterobacter,1686397.3
Enterobacter sp. BIDMC99,Enterobacter,1686398.3
Enterobacter sp. BWH 37,Enterobacter,1329836.3
Enterobacter sp. BWH52,Enterobacter,1686386.3
Enterobacter sp. BWH63,Enterobacter,1686387.3
Enterobacter sp. BWH64,Enterobacter,1686388.3
Enterobacter sp. CGMCC 5087,Enterobacter,2183878.3
Enterobacter sp. CRENT-193,Enterobacter,2051905.3
Enterobacter sp. EC-NT1,Enterobacter,2163603.3
Enterobacter sp. GN02600,Enterobacter,1659714.3
Enterobacter sp. HMSC055A11,Enterobacter,1715020.3
Enterobacter sp. HMSC16D10,Enterobacter,1581111.5
Enterobacter sp. HN503E2II,Enterobacter,2041079.3
Enterobacter sp. K66-74,Enterobacter,1736702.3
Enterobacter sp. KINAN-G,Enterobacter,1535203.3
Enterobacter sp. MGH 1,Enterobacter,1329810.3
Enterobacter sp. MGH 10,Enterobacter,1329819.3
Enterobacter sp. MGH 14,Enterobacter,1329823.3
Enterobacter sp. MGH 15,Enterobacter,1329824.3
Enterobacter sp. MGH 22,Enterobacter,1329826.3
Enterobacter sp. MGH 23,Enterobacter,1329827.3
Enterobacter sp. MGH 24,Enterobacter,1329828.3
Enterobacter sp. MGH 25,Enterobacter,1329829.3
Enterobacter sp. MGH 3,Enterobacter,1329812.3
Enterobacter sp. MGH 33,Enterobacter,1329831.3
Enterobacter sp. MGH 37,Enterobacter,1329833.3
Enterobacter sp. MGH 38,Enterobacter,1329834.3
Enterobacter sp. MGH 6,Enterobacter,1329815.3
Enterobacter sp. MGH 7,Enterobacter,1329816.3
Enterobacter sp. MGH119,Enterobacter,1686391.3
Enterobacter sp. MGH120,Enterobacter,1686392.3
Enterobacter sp. MGH128,Enterobacter,1686394.3
Enterobacter sp. MGH86,Enterobacter,1686390.3
Enterobacter sp. N18-03635,Enterobacter,2500132.3
Enterobacter sp. SENG-6,Enterobacter,1247402.3
Enterobacter sp. T1-1,Enterobacter,1449966.3
Enterobacter sp. TUM13743,Enterobacter,2004400.3
Enterobacter sp. WCHEn090008,Enterobacter,2339234.3
Enterobacter sp. WCHEn090028,Enterobacter,2339233.3
Enterobacter sp. WCHEn090032,Enterobacter,2497435.3
Enterobacter sp. WCHEn090040,Enterobacter,2497436.3
Enterobacter sp. WCHEs120002,Enterobacter,2529381.3
Enterobacter sp. WCHEs120003,Enterobacter,2529382.3
Enterobacteriaceae bacterium 9_2_54FAA,,469613.3
Enterobacteriaceae bacterium CCUG 66741,,1851514.3
Enterobacteriaceae bacterium ENNIH1,,2066051.3
Enterobacteriaceae bacterium ENNIH2,,1920109.3
Enterobacteriaceae bacterium ENNIH3,,1920128.3
Enterococcus asini,Enterococcus,57732.4
Enterococcus avium,Enterococcus,33945.26
Enterococcus caccae,Enterococcus,317735.3
Enterococcus casseliflavus,Enterococcus,888066.3
Enterococcus dispar,Enterococcus,44009.3
Enterococcus durans,Enterococcus,53345.64
Enterococcus faecalis,Enterococcus,1351.1947
Enterococcus faecium,Enterococcus,1352.2880
Enterococcus gallinarum,Enterococcus,1353.100
Enterococcus gilvus,Enterococcus,1158614.4
Enterococcus hirae,Enterococcus,1354.6
Enterococcus italicus,Enterococcus,888064.3
Enterococcus mundtii,Enterococcus,53346.55
Enterococcus pallens,Enterococcus,1158607.4
Enterococcus pseudoavium,Enterococcus,44007.3
Enterococcus raffinosus,Enterococcus,1330525.3
Enterococcus sp. 1140_ESPC,Enterococcus,1579349.3
Enterococcus sp. 255_ESPC,Enterococcus,1579344.3
Enterococcus sp. 7L76,Enterococcus,657310.3
Enterococcus sp. ARL09-542,Enterococcus,2233534.3
Enterococcus sp. BSD2780061688st2 D3,Enterococcus,2559707.3
Enterococcus sp. DA9,Enterococcus,2603296.3
Enterococcus sp. FDAARGOS_163,Enterococcus,2060306.3
Enterococcus sp. FDAARGOS_375,Enterococcus,2060307.3
Enterococcus sp. FDAARGOS_553,Enterococcus,2420313.3
Enterococcus sp. GMD1E,Enterococcus,1169665.3
Enterococcus sp. GMD2E,Enterococcus,1169666.3
Enterococcus sp. GMD3E,Enterococcus,1169667.3
Enterococcus sp. GMD4E,Enterococcus,1169668.3
Enterococcus sp. GMD5E,Enterococcus,1169669.3
Enterococcus sp. H57,Enterococcus,2035004.3
Enterococcus sp. HMSC034B11,Enterococcus,1715070.3
Enterococcus sp. HMSC035B04,Enterococcus,1715144.3
Enterococcus sp. HMSC035C10,Enterococcus,1715072.3
Enterococcus sp. HMSC055G03,Enterococcus,1739313.3
Enterococcus sp. HMSC056C08,Enterococcus,1715038.3
Enterococcus sp. HMSC058D07,Enterococcus,1739273.3
Enterococcus sp. HMSC05C03,Enterococcus,1581114.4
Enterococcus sp. HMSC060D07,Enterococcus,1715095.3
Enterococcus sp. HMSC060D09,Enterococcus,1715071.3
Enterococcus sp. HMSC060E05,Enterococcus,1739477.3
Enterococcus sp. HMSC061C05,Enterococcus,1739492.3
Enterococcus sp. HMSC063C12,Enterococcus,1739468.3
Enterococcus sp. HMSC063D12,Enterococcus,1715016.3
Enterococcus sp. HMSC063H10,Enterococcus,1739297.3
Enterococcus sp. HMSC064A12,Enterococcus,1715019.3
Enterococcus sp. HMSC065H03,Enterococcus,1739507.3
Enterococcus sp. HMSC065H12,Enterococcus,1739425.3
Enterococcus sp. HMSC066C04,Enterococcus,1739504.3
Enterococcus sp. HMSC067C01,Enterococcus,1739370.3
Enterococcus sp. HMSC069A01,Enterococcus,1715125.3
Enterococcus sp. HMSC070F12,Enterococcus,1715147.3
Enterococcus sp. HMSC072D11,Enterococcus,1715127.3
Enterococcus sp. HMSC072F02,Enterococcus,1715210.3
Enterococcus sp. HMSC072F07,Enterococcus,1739372.3
Enterococcus sp. HMSC072G01,Enterococcus,1715036.3
Enterococcus sp. HMSC072H05,Enterococcus,1715012.3
Enterococcus sp. HMSC073E07,Enterococcus,1739258.3
Enterococcus sp. HMSC073E08,Enterococcus,1739320.3
Enterococcus sp. HMSC073E09,Enterococcus,1739405.3
Enterococcus sp. HMSC074F07,Enterococcus,1715033.3
Enterococcus sp. HMSC076D08,Enterococcus,1739513.3
Enterococcus sp. HMSC076E04,Enterococcus,1739465.3
Enterococcus sp. HMSC077E04,Enterococcus,1715073.3
Enterococcus sp. HMSC077E07,Enterococcus,1739331.3
Enterococcus sp. HMSC078F03,Enterococcus,1739314.3
Enterococcus sp. HMSC14A10,Enterococcus,1581096.4
Enterococcus sp. HMSC29A04,Enterococcus,1581068.4
Enterococcus sp. HMSC34G12,Enterococcus,1608861.4
Enterococcus sp. HSIEG1,Enterococcus,1316414.3
Enterococcus sp. M190262,Enterococcus,2582830.3
Enterococcus sp. N041.A-2,Enterococcus,2315836.3
Enterococcus sp. T0101B.F-10,Enterococcus,2315837.3
Enterococcus sp. T0168A.B-11,Enterococcus,2315838.3
Enterococcus timonensis,Enterococcus,1852364.3
Enteroscipio rubneri,Enteroscipio,2070686.3
Eremococcus coleocola,Eremococcus,908337.3
Erysipelatoclostridium ramosum,Erysipelatoclostridium,445974.6
Erysipelatoclostridium sp. AM42-17,Erysipelatoclostridium,2293102.3
Erysipelothrix rhusiopathiae,Erysipelothrix,525280.3
Erysipelotrichaceae bacterium 3_1_53,,658659.3
Erysipelotrichaceae bacterium 5_2_54FAA,,552396.3
Erysipelotrichaceae bacterium AF15-26LB,,2302975.3
Erysipelotrichaceae bacterium AF19-24AC,,2302976.3
Erysipelotrichaceae bacterium AM07-12,,2302977.3
Erysipelotrichaceae bacterium AM07-35-1,,2302978.3
Erysipelotrichaceae bacterium AM17-60,,2291992.3
Erysipelotrichaceae bacterium CAG,,1262981.4
Erysipelotrichaceae bacterium GAM147,,2109692.3
Escherichia albertii,Escherichia,1440052.3
Escherichia coli,Escherichia,562.8523
Escherichia fergusonii,Escherichia,585054.5
Escherichia sp. 1_1_43,Escherichia,457400.3
Escherichia sp. 3_2_53FAA,Escherichia,469598.5
Escherichia sp. 4_1_40B,Escherichia,457401.3
Escherichia sp. ESNIH1,Escherichia,1985876.3
Escherichia sp. KTE11,Escherichia,1169331.3
Escherichia sp. KTE114,Escherichia,1169321.3
Escherichia sp. KTE159,Escherichia,1182732.3
Escherichia sp. KTE172,Escherichia,1279005.3
Escherichia sp. KTE31,Escherichia,1169349.3
Escherichia sp. KTE52,Escherichia,1182659.4
Escherichia sp. KTE96,Escherichia,1182697.3
Escherichia sp. TW10509,Escherichia,754332.3
Escherichia virus 191,Oslovirus,1429232.4
Eubacterium dolichum CAG,Eubacterium,1263076.3
Eubacterium eligens CAG,Eubacterium,1263077.3
Eubacterium hallii CAG,Eubacterium,1263078.3
Eubacterium maltosivorans,Eubacterium,2041044.3
Eubacterium ramulus,Eubacterium,1256908.6
